station,start,end,n_total,n_2022_plus,has_pre_2022,record_type,error
ASOSAWOS_72769024137,2005-01-01,2022-08-31,154848,5832,True,full,
ASOSAWOS_72770024138,2005-01-01,2026-06-09,187913,38897,True,full,
ASOSAWOS_72772024144,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72773024153,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72774024135,2005-01-01,2026-06-09,187913,38897,True,full,
ASOSAWOS_72775024143,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72775524112,1980-01-01,2026-06-09,407082,38898,True,full,
ASOSAWOS_72777094012,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72779024146,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72779624137,1980-01-01,2026-06-09,306984,38897,True,full,
ASOSAWOS_72781024243,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72781524237,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72782594239,2000-01-01,2022-08-31,198696,5832,True,full,
ASOSAWOS_72782624141,1980-01-01,2026-06-09,306985,38897,True,full,
ASOSAWOS_72782724110,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72783024149,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72783304114,1999-01-02,2026-06-09,135299,38897,True,full,
ASOSAWOS_72783424136,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_72784624160,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72785024157,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72785494119,2006-01-01,2026-06-09,79057,38897,True,full,
ASOSAWOS_72785694176,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_72785794129,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_72787094119,2010-08-01,2026-06-09,139001,38897,True,full,
ASOSAWOS_72788324220,1988-01-06,2022-08-31,303750,5832,True,full,
ASOSAWOS_72788594266,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_72789094197,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_72790024141,2005-01-01,2026-06-09,187913,38897,True,full,
ASOSAWOS_72791094224,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72791894298,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_72792024227,1980-01-01,2026-06-09,407082,38898,True,full,
ASOSAWOS_72792394225,1991-01-01,2026-06-09,310641,38898,True,full,
ASOSAWOS_72792424223,1990-02-08,2022-08-31,285419,5832,True,full,
ASOSAWOS_72792594227,1999-01-01,2026-06-09,240522,38898,True,full,
ASOSAWOS_72792794225,1980-01-01,1990-12-18,96103,0,True,baseline_only,
ASOSAWOS_72792894263,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_72793024233,1980-01-01,2026-06-09,407082,38898,True,full,
ASOSAWOS_72793494248,2006-01-01,2026-06-09,179154,38898,True,full,
ASOSAWOS_72793524234,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72793724222,2006-01-01,2026-06-09,179154,38898,True,full,
ASOSAWOS_72793894274,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_72794504205,2006-01-01,2026-06-09,179154,38898,True,full,
ASOSAWOS_72797094240,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_72797524255,2022-01-01,2026-06-09,38897,38897,False,append_only,
ASOSAWOS_72797624217,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_72798594276,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_74000203042,2006-01-01,2026-06-09,179154,38898,True,full,
ASOSAWOS_74003503145,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_74230024037,1984-01-01,2026-06-09,372017,38897,True,full,
ASOSAWOS_74504693242,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_74504893210,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_74505653120,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_74505753130,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_74505823277,2006-01-01,2022-08-31,146088,5832,True,full,
ASOSAWOS_74509023244,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_74520023176,2022-01-01,2026-06-09,38896,38896,False,append_only,
ASOSAWOS_74520123176,2022-01-01,2026-06-09,38896,38896,False,append_only,
ASOSAWOS_74612093104,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_74702023110,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_74704003102,2005-01-01,2026-06-09,187913,38897,True,full,
ASOSAWOS_74718503144,2006-01-01,2026-06-09,179153,38897,True,full,
ASOSAWOS_74718703104,1980-01-01,2022-08-31,374016,5832,True,full,
ASOSAWOS_74718823158,1980-01-01,2026-06-09,407081,38897,True,full,
ASOSAWOS_74917100479,2009-12-09,2026-06-09,144625,38898,True,full,
ASOSAWOS_74917900392,2009-02-01,2026-06-09,152106,38898,True,full,
ASOSAWOS_74948400395,2011-10-01,2026-06-09,128778,38898,True,full,
ASOSAWOS_74948500396,2011-09-21,2026-06-09,128996,38898,True,full,
ASOSAWOS_74948600397,2011-09-21,2026-06-09,129004,38898,True,full,
ASOSAWOS_99999903102,1998-05-02,2026-06-09,97338,38897,True,full,
ASOSAWOS_99999904134,2006-08-02,2022-08-31,140953,5815,True,full,
ASOSAWOS_99999923136,1999-10-02,2026-06-09,84906,38897,True,full,
ASOSAWOS_99999923176,2022-01-01,2026-06-09,38896,38896,False,append_only,
ASOSAWOS_99999923259,1998-03-02,2026-06-09,107578,38897,True,full,
ASOSAWOS_99999924138,2022-01-01,2026-06-09,38897,38897,False,append_only,
ASOSAWOS_99999953129,2022-01-01,2026-06-09,38898,38898,False,append_only,
ASOSAWOS_99999993107,2022-01-01,2026-06-09,38897,38897,False,append_only,
ASOSAWOS_99999993134,2022-01-01,2024-05-20,20895,20895,False,append_only,
ASOSAWOS_99999993228,1998-09-02,1999-12-31,11641,0,True,baseline_only,
ASOSAWOS_99999994176,1998-10-02,2026-06-09,102442,38897,True,full,
ASOSAWOS_99999994274,1999-01-02,2026-06-09,100234,38897,True,full,
ASOSAWOS_99999994297,2024-10-18,2026-06-09,14379,14379,False,append_only,
ASOSAWOS_A0000594076,2006-01-01,2022-08-31,146087,5831,True,full,
ASOSAWOS_A0001403053,2004-01-02,2006-11-15,25169,0,True,baseline_only,
ASOSAWOS_A0001553129,2014-02-27,2022-08-31,74574,5831,True,full,
ASOSAWOS_A0001603036,2014-07-24,2026-06-09,104117,38898,True,full,
ASOSAWOS_A0001823162,2014-08-20,2022-08-31,70401,5831,True,full,
ASOSAWOS_A0002694297,1996-07-02,2026-06-09,179740,14379,True,full,
ASOSAWOS_A0002804116,2016-08-15,2022-08-31,52976,5831,True,full,
ASOSAWOS_A0685400115,2014-07-31,2026-06-09,103942,38898,True,full,
ASOSAWOS_A0704900320,2014-07-31,2026-06-09,103942,38898,True,full,
ASOSAWOS_A0705300346,2014-07-31,2026-06-09,103942,38898,True,full,
